"store_id","name","address","city","country","postcode","region","email","phone","url_key","image","latitude","longitude","status","updated_at","created_at","station","description","intro","details_image","distance","external_link","opening_hours","special_opening_hours","category","products"
"1","Mobile Van Tyre Fitment - Abu Dhabi","Mushrif Mall","Abu Dhabi","AE","","Abu Dhabi","customercare@tyresvision.com","","","","24.43379850000001","54.4123045","1","2021-06-23 15:06:51","2021-05-29 07:22:36","","","","","","https://goo.gl/maps/9MEkYmZexm2m4G5m6","0=09:00->19:00|1=09:00->19:00|2=09:00->19:00|3=09:00->19:00|4=09:00->19:00|6=09:00->19:00|","","","1","1","150","1"
"1","Mobile Van Tyre Fitment - Dubai ","","Dubai","AE","","","customercare@tyresvision.com","","","","25.17067302898345","55.24142073069103","1","2021-06-23 14:59:35","2021-05-29 07:22:36","","","","","","https://goo.gl/maps/PL395iou3mVxNeGz5","0=09:00->19:00|1=09:00->19:00|2=09:00->19:00|3=09:00->19:00|4=09:00->19:00|6=09:00->19:00|","","","1","1","150","1"
"1","Al Karawan Tyres","Beside Toyota Al Futtaim Showroom, Sheikh Zayed Rd","Dubai","AE","","","customercare@tyresvision.com","","","","25.17609","55.247678","1","2021-06-21 08:56:50","2021-05-29 07:22:36","","","","","","https://goo.gl/maps/7sRTV5AKW1FyDy4f8","0=09:00->19:00|1=09:00->19:00|2=09:00->19:00|3=09:00->19:00|4=09:00->19:00|6=09:00->19:00|","","","1","0","","1"
"1","Al Mailem Tyres","Masjid - Plot: 56/ 1+2, Industrial Area 3, Near Yellow Cat Opposite Marquas","Dubai","AE","","","customercare@tyresvision.com","","","","25.297667","55.409653","1","2021-05-29 07:22:36","2021-05-29 07:22:36","","","","","","https://g.page/AlmailemTiresSharjah?share","0=09:00->19:00|1=09:00->19:00|2=09:00->19:00|3=09:00->19:00|4=09:00->19:00|6=09:00->19:00|","","","1","0","","1"
"1","Al Mailem Tyres - SHJ","Near Curewell General Trading, Ind Area- 11","Dubai","AE","","","customercare@tyresvision.com","","","","25.296722","55.431056","1","2021-05-29 07:22:36","2021-05-29 07:22:36","","","","","","https://www.google.com/maps/@25.296722,55.431056,5669m/data=!3m1!1e3?hl=en","0=09:00->19:00|1=09:00->19:00|2=09:00->19:00|3=09:00->19:00|4=09:00->19:00|6=09:00->19:00|","","","1","0","","1"
"1","Chelsea Tyres","Al Barsha Third - Hessa St","Dubai","AE","","","customercare@tyresvision.com","","","","25.083236","55.201646","1","2021-05-29 07:22:36","2021-05-29 07:22:36","","","","","","https://goo.gl/maps/3Q7rYZF4SEdga7XFA","0=09:00->19:00|1=09:00->19:00|2=09:00->19:00|3=09:00->19:00|4=09:00->19:00|6=09:00->19:00|","","","1","0","","1"
"1","Fast Fit - Dorra","Adnoc Service Station, Al Ittihad Road - E11","Dubai","AE","","","customercare@tyresvision.com","","","","25.303269","55.370876","1","2021-05-29 07:22:36","2021-05-29 07:22:36","","","","","","https://goo.gl/maps/JxSTYFytenLL3VyY6","0=09:00->19:00|1=09:00->19:00|2=09:00->19:00|3=09:00->19:00|4=09:00->19:00|6=09:00->19:00|","","","1","0","","1"
"1","Fast Fit - Ramool","Located In 10 13Th St","Dubai","AE","","","customercare@tyresvision.com","","","","25.2375793","55.3593006","1","2021-05-29 07:22:36","2021-05-29 07:22:36","","","","","","https://goo.gl/maps/nCxwkkk3h9Xt7NjWA","0=09:00->19:00|1=09:00->19:00|2=09:00->19:00|3=09:00->19:00|4=09:00->19:00|6=09:00->19:00|","","","1","0","","1"
"1","Fast Lane Tyres","Baghdad Street,
Al Qusais Industrial Area 2
